"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202208","5호선","광나루(장신대)","5","0","5157","1827","15814","7782","38657","14806","43155","32458","25179","18879","18716","15052","17474","13114","19029","14559","18235","15247","17665","15403","19281","17295","22684","22201","25015","26927","31439","39952","15891","27690","13260","17454","14265","16072","8770","15013","2441","9411","331","2073","0","5","0","0","0","0","20220903"
"202208","5호선","광화문(세종문화회관)","21","2","1161","812","2978","26803","8934","75110","12499","246577","11419","108398","14234","52813","21547","52038","28120","48540","35787","54324","43601","44422","54014","35816","69324","33743","116539","40424","214394","48510","72332","22640","57048","9690","61922","7378","45914","5387","16120","2753","1877","713","0","4","0","0","0","0","20220903"
"202208","5호선","군자(능동)","29","0","6725","896","11881","5367","32010","8047","44199","23417","20272","16634","12715","10972","12077","10512","13447","12414","13471","14275","12446","14083","13185","16100","15136","20226","19410","29679","24609","50984","14505","32899","11402","18819","11295","16909","9536","16433","4909","10541","744","4779","1","870","0","0","0","0","20220903"
"202208","5호선","굽은다리(강동구민회관앞)","0","0","6953","648","14133","2737","34503","6119","36527","15003","19866","11180","14872","8842","13765","9575","15116","10507","13946","11224","12391","12291","12169","13236","13016","17853","13683","21175","15406","33128","8647","26753","6238","16780","6507","13255","4847","14184","1655","7311","289","2664","0","3","0","0","0","0","20220903"
"202208","5호선","길동","3","0","4683","635","8486","4257","21234","7124","25835","17758","14094","14954","11761","9764","12042","9682","13155","11103","12990","10831","10989","11871","12361","12876","13630","15694","14747","18661","16319","25641","8409","20204","6425","12134","6086","9650","4337","8798","1705","4928","345","2199","0","6","0","0","0","0","20220903"
"202208","5호선","김포공항","3","0","437","2340","1675","9541","4553","15611","7418","18293","8304","12827","8349","15016","11459","17722","12465","17238","14005","18209","15695","17879","19236","16281","18861","16973","24146","16660","28114","16370","18147","9775","15187","4429","15102","2248","12357","1462","3184","972","229","473","0","0","0","0","0","0","20220903"
"202208","5호선","까치산","184","0","24650","1421","42926","8753","122511","10187","152235","20243","75625","18496","43854","17727","38416","20918","40091","24178","36624","25819","30827","29265","28881","40177","30642","49896","30354","66568","30656","120174","19598","94589","14588","58429","11808","56608","9266","46574","4226","29245","688","8015","3","349","0","0","0","0","20220903"
"202208","5호선","답십리","27","0","9134","1118","18156","7224","53569","13556","70643","34948","34193","19030","23154","14598","19636","14211","20305","15888","20132","17551","18130","17135","19732","20178","22259","23245","27706","31450","33770","55202","15908","36368","10743","22510","8841","20011","6843","18478","2597","10995","402","3207","0","35","0","0","0","0","20220903"
"202208","5호선","동대문역사문화공원(DDP)","2","0","244","229","585","2712","1351","9322","2713","29546","1876","11272","2583","3692","2581","3169","2677","3541","2635","3373","3140","3492","3486","2979","5270","2994","11223","3314","21385","3707","7400","2313","3922","1737","3280","1851","2338","1691","1006","1145","117","333","0","0","0","0","0","0","20220903"
"202208","5호선","둔촌동","0","0","4000","401","9585","4367","22907","9297","25942","18814","14466","10962","11035","8923","10968","8456","11206","9466","10971","11628","11034","9874","10962","12365","13122","14246","15684","18691","19338","29065","10142","20504","7270","9771","6230","10322","4738","8610","1814","4998","148","1366","0","4","0","0","0","0","20220903"
"202208","5호선","마곡","3","0","2190","1906","7542","6725","24217","14013","22635","48488","12832","30268","10228","13796","10494","10903","11193","11319","11993","11644","12640","11084","14555","11770","18257","13628","29174","16338","41378","24445","16534","19799","11609","9847","10066","8860","7023","9200","2691","4791","303","1912","0","3","0","0","0","0","20220903"
"202208","5호선","마장","0","0","2579","523","5636","3707","15491","6672","19622","14398","10839","8618","8262","6366","7763","5737","8205","6825","7514","6525","7682","5741","7771","6588","8911","8159","10450","10037","11607","16094","6733","10873","4391","7065","3906","6240","2993","6166","1225","3703","117","1120","1","10","0","0","0","0","20220903"
"202208","5호선","마천","47","0","6850","424","13890","2669","37584","4730","29690","10654","15496","6526","9929","6212","8726","6031","9389","6205","8527","7632","7407","6476","7107","10297","8413","12577","8125","15115","9210","25097","4473","23154","3561","11479","2522","11956","1410","11046","523","6705","96","2640","0","3","0","0","0","0","20220903"
"202208","5호선","마포","19","0","2215","1185","8233","7009","25442","22526","33399","70230","17012","34367","13429","16711","14150","16262","15821","14581","17038","14600","16480","13474","17559","14342","20229","17826","34793","27476","59175","42954","21034","23574","17640","13171","18488","12148","13741","10613","6128","6628","792","1604","3","7","0","0","0","0","20220903"
"202208","5호선","명일","6","0","5022","1025","13735","3800","34324","6798","30227","12016","16610","9997","14509","9159","12864","9070","13558","8123","11582","10989","11233","10510","10597","12310","12347","16705","11796","17671","11843","36360","6988","28365","5495","14757","4790","12170","4061","12835","1542","7379","249","2412","0","3","0","0","0","0","20220903"
"202208","5호선","목동","8","2","7947","1260","20545","5481","57700","15099","72238","26194","32831","21055","22763","14716","20785","13590","21755","16733","20470","19000","18864","19448","19110","22458","21734","28828","26118","43439","28632","76549","15151","52460","12627","28975","12770","27186","13713","25181","4232","14292","524","4450","0","3","0","0","0","0","20220903"
"202208","5호선","미사","26","2","7218","837","23164","6688","64544","12663","59092","23532","29501","20728","20848","16118","19435","15826","21363","17832","20894","16898","18263","20276","21346","19956","22964","26435","26128","38546","27794","60045","16438","61242","15145","32093","15532","24937","13185","22597","6028","15225","1435","4794","0","7","0","0","0","0","20220903"
"202208","5호선","발산","11","0","3205","2539","9637","13940","25736","37271","27477","107820","17356","56729","17778","27935","21260","26187","23382","25173","24682","27052","28072","24896","33036","24731","41052","26367","61844","33219","84781","48383","35797","35410","28712","18958","29105","13999","23365","13313","9856","8084","1392","2536","0","5","0","0","0","0","20220903"
"202208","5호선","방이","1","0","2301","777","7426","4043","17778","7726","16826","24529","10334","13042","8770","8693","8145","6904","9595","9983","9995","8665","8713","9605","10146","10722","11037","11878","14309","17826","20747","20890","9416","16786","7554","9315","9493","7369","10049","6340","1853","4404","162","1068","0","2","0","0","0","0","20220903"
"202208","5호선","방화","8","1","5038","3","10949","3857","26968","5705","24342","11858","13644","7208","10700","5812","9985","6021","10088","7041","9927","7613","9090","8012","9319","9140","10474","10533","9799","13266","10102","21080","4823","19576","3615","11512","2528","10079","2031","10091","750","5907","89","2079","0","240","0","0","0","0","20220903"
"202208","5호선","상일동","31","0","9536","1478","30260","6421","76651","11722","54747","16369","30923","10371","22627","8844","19391","8419","19426","13108","17217","14311","15730","13016","16783","18100","17733","20578","19316","30596","18380","53740","9840","50554","7309","25333","4811","23960","3516","20987","1566","13582","323","5897","1","992","0","0","0","0","20220903"
"202208","5호선","서대문","14","0","2604","1166","5873","14326","17400","66847","22601","156367","16291","44026","15507","19743","18291","17013","18238","17154","17918","20011","19944","15786","25497","14306","33013","14460","66982","17910","117430","24423","29203","14083","21571","9941","20080","9933","14601","7713","5563","4971","551","1307","1","19","0","0","0","0","20220903"
"202208","5호선","송정","18","4","3915","1161","7969","4092","20505","7022","22193","11143","13398","7396","10924","6238","9636","6654","9605","7444","8934","7560","8544","7588","8738","8723","9874","10931","11887","12755","12517","18942","6959","15305","5135","9906","4409","9297","3323","8667","1675","4953","207","1755","0","2","0","0","0","0","20220903"
"202208","5호선","신금호","20","0","3016","395","7110","2637","20704","7091","27292","11989","14195","7315","9532","5812","8095","5707","8660","6809","8092","7547","7244","7557","8121","9504","9504","11247","9400","15023","9296","25258","7010","16651","4591","10338","3319","9506","2450","8636","993","5569","127","1625","0","3","0","0","0","0","20220903"
"202208","5호선","신길","52","0","1662","407","3992","2162","14108","4709","22391","13485","8881","6292","4780","2891","4261","3151","4462","3221","4163","3863","3682","3644","3823","4144","4801","5383","7378","9047","13164","18019","4559","10617","2979","7960","3015","8073","2375","7512","1190","5045","185","1564","0","2","1","0","0","0","20220903"
"202208","5호선","신정(은행정)","47","2","11944","838","23027","4023","62167","7886","75610","13613","34672","9174","18970","7471","17289","8129","16635","9514","15394","10262","12370","11578","12593","15083","13721","20291","14937","26635","15537","47072","7899","34868","5761","21145","4803","20765","4066","20022","1554","12310","193","3343","1","2","0","0","0","0","20220903"
"202208","5호선","아차산(어린이대공원후문)","25","0","8911","1438","16608","5446","41672","12850","56135","26859","29884","17316","19972","16672","18521","15856","21757","16322","21168","16865","20173","17129","21719","21462","23020","25057","25124","32057","26848","50489","15178","36658","11102","22689","10017","19418","6997","17127","2758","10474","364","2793","1","7","0","0","0","0","20220903"
"202208","5호선","애오개","30","0","2216","381","5231","3999","17453","8661","23618","25946","11380","12498","8005","6702","8293","5912","8706","6072","8914","7582","8072","7337","8823","7734","9670","8765","13456","12773","21717","20374","7488","12935","5306","7792","4277","7041","3045","6765","1154","4461","147","1891","0","243","0","0","0","0","20220903"
"202208","5호선","양평","5","0","2164","785","7017","2845","24132","9714","28701","36185","11806","13487","7699","5723","7005","5197","7390","5542","7407","5703","6781","5837","7103","6548","8463","8081","14809","12051","30490","23080","8417","15542","5652","9583","4368","9025","3000","8431","1340","5085","149","1695","0","1","0","0","0","0","20220903"
"202208","5호선","여의나루","6","0","1094","1512","2539","10708","4722","38000","8109","66867","4621","26408","4283","19345","6074","18802","7449","20365","8522","23015","11485","23761","16895","24843","24294","24382","46959","27090","62499","32133","31387","21476","39775","13180","37328","8333","30043","5057","12888","2618","1181","818","0","4","0","0","0","0","20220903"
"202208","5호선","여의도","3","0","1888","3341","4116","25027","9593","141937","13373","224522","10966","82296","11984","34558","18078","31827","18765","32244","23685","33911","29188","27576","38102","24712","52417","25438","143021","29695","178889","38923","66572","17348","55584","9001","45359","7739","27768","6817","10543","3936","1271","1958","2","8","0","0","0","0","20220903"
"202208","5호선","영등포구청","2","0","1159","613","2592","2417","7424","6048","10038","22789","4788","9635","3863","4556","4525","3787","4512","3808","4803","4059","4740","3947","5343","3986","6397","4481","9730","6345","19696","11150","6093","5716","4033","3432","3809","3512","2779","3126","1269","1949","232","495","0","0","0","0","0","0","20220903"
"202208","5호선","영등포시장","0","0","2356","847","5839","5541","21705","13365","31396","37258","14180","21754","10371","14546","10734","13591","12353","16242","12735","19849","12750","16013","16064","12883","20401","13652","27331","17123","37421","30404","15533","18215","11046","11340","10395","10691","7107","10051","3244","6650","443","1551","0","1","0","0","0","0","20220903"
"202208","5호선","오금","1","0","1126","250","2764","2426","7809","8454","7705","20453","4651","6859","4053","3774","4230","3118","4982","3801","4479","3188","4383","3654","5784","3594","7492","4345","9869","5661","14322","7384","4353","6317","3370","3678","2608","3054","2064","3300","733","2432","97","692","2","2","0","0","0","0","20220903"
"202208","5호선","오목교(목동운동장앞)","2","0","4862","1699","15163","8547","48129","28697","55739","66046","28503","53709","22083","31164","23169","30080","27146","29433","27658","31600","28161","30895","30789","31575","37430","37586","49904","49986","66554","75405","35629","47103","36274","26196","28806","22763","28096","20444","7508","12157","898","3450","0","2","0","0","0","0","20220903"
"202208","5호선","올림픽공원(한국체대)","1","0","1109","1088","5369","3738","10335","5780","10849","9701","7485","6443","6680","5852","6383","4938","7040","6940","6949","7572","6835","8154","7625","8442","10063","7856","11289","9282","9861","10454","5714","7923","6124","4454","6346","4134","5844","3702","1469","2582","61","711","0","0","0","0","0","0","20220903"
"202208","5호선","왕십리(성동구청)","6","0","1570","552","2224","2905","5902","6163","8454","17717","4804","8733","4650","7019","5132","6686","5503","7159","6044","8240","6273","8003","7045","7713","8697","8712","10082","10877","14016","16351","7975","8748","6947","5228","7398","4594","6160","3967","2963","2416","533","1621","1","211","1","1","0","0","20220903"
"202208","5호선","우장산","0","0","6156","789","21037","4736","55003","12998","55178","21201","28532","14644","22222","12457","21515","13208","22234","15386","20691","18089","18167","18139","20784","20880","24154","25735","22731","32127","19789","52329","11664","41802","8294","23589","6764","21234","5948","22563","1850","13066","251","3162","0","1","0","0","0","0","20220903"
"202208","5호선","을지로4가","2","0","448","797","688","6425","1652","18838","2808","41219","2641","17372","3501","10631","5099","10074","6452","9295","7593","8417","8546","7395","9591","6506","12343","6057","23846","5793","35868","6136","14417","3213","8474","1825","7069","1737","4885","1167","2336","865","294","315","0","0","0","0","0","0","20220903"
"202208","5호선","장한평","17","0","7254","1041","17655","11645","52909","21674","70408","64459","35599","27783","21723","19074","19160","17912","20611","17507","20323","18190","19212","16576","21154","19623","26576","24280","35944","35536","59477","62751","25134","43561","14585","24646","11164","22655","8570","20623","3495","13184","466","3550","0","75","0","0","0","0","20220903"
"202208","5호선","종로3가","56","5","1251","415","1865","5303","3093","13981","4570","38036","4945","31082","6950","26924","10640","29761","16818","29962","19504","29396","22424","25589","26648","22941","31778","23433","39831","25391","53277","30311","30944","16106","28549","8467","32342","6362","25809","4850","13269","3142","1739","1122","3","16","0","0","0","0","20220903"
"202208","5호선","천호(풍납토성)","55","1","6833","1952","11456","13405","26971","18867","35022","39452","21559","35295","20651","26967","23918","26965","27271","27940","28177","30393","28917","29521","33340","31049","39365","33607","47866","40372","50586","54336","35211","38774","33267","21622","25186","18833","18686","15535","8619","10030","1491","2909","0","16","0","0","0","0","20220903"
"202208","5호선","청구","3","0","1594","205","2991","1922","6631","3796","9960","12867","6461","6758","5092","4086","4871","3585","4895","4070","5010","4270","4875","4340","4978","4607","5659","5312","7779","6932","12782","10203","7013","7163","4533","4444","3558","4214","3087","4262","1343","2717","172","718","0","0","0","0","0","0","20220903"
"202208","5호선","충정로(경기대입구)","13","0","812","246","2170","1477","6502","10752","8835","34291","4674","11453","3861","4068","4065","3345","4380","3281","4830","4169","4929","3545","5062","3736","5883","4157","13374","5810","29782","8858","6680","5642","4583","3752","4056","3685","3135","3706","1126","2474","203","612","0","56","0","0","0","0","20220903"
"202208","5호선","하남검단산","15","1","3368","14","8704","3087","21104","4630","17700","10125","10440","9031","8888","8104","7733","8110","8366","9943","8473","9202","8394","7809","9645","10597","11228","9118","12272","11799","11527","15617","7155","15260","6698","9472","5599","8035","3846","7367","855","5228","71","2408","0","2","0","0","0","0","20220903"
"202208","5호선","하남시청(덕풍?신장)","8","1","4826","115","10444","3043","24727","5883","21752","12160","12985","7681","11144","7280","10671","7202","11726","7003","10754","9270","9415","8426","9554","11235","11516","13364","11510","13103","12253","21296","7151","19906","5184","10635","4132","10642","2655","9669","1064","5976","186","2642","0","4","0","0","0","0","20220903"
"202208","5호선","하남풍산","1","0","1766","179","5274","1926","10455","5933","10773","14098","6175","8902","5274","5220","5057","4745","5251","4802","5547","5117","5393","5115","6195","5106","7684","6866","10187","6497","12994","10689","5497","9358","3863","5065","3804","4523","2220","4869","765","3063","128","1154","0","3","0","0","0","0","20220903"
"202208","5호선","행당","25","0","3896","670","11419","2411","31053","5057","41344","8969","20069","6692","13227","5255","11154","6027","11501","7209","10406","7817","9025","8878","9759","10526","9489","13072","10036","18364","9666","31111","6148","20433","4760","12722","3774","11608","2899","10871","961","6510","175","1827","0","9","0","0","0","0","20220903"
"202208","5호선","화곡","270","2","21634","1749","40375","10127","112875","14139","141205","29627","67681","24478","43417","18242","38556","19522","39010","22994","36002","25523","31085","27638","30684","34549","34804","45625","36824","63773","36250","117365","21713","87164","15434","50829","13160","48394","9995","42951","3983","26482","620","7644","0","33","0","0","0","0","20220903"
"202208","6호선","고려대(종암)","47","1","3626","797","7790","4048","21312","10242","25792","24018","14043","12816","9405","7476","9436","7182","10636","7471","11553","8866","9900","8129","10793","8795","14713","10832","19328","13544","18889","22580","8662","17839","6234","10910","5734","10829","4867","10950","2551","7755","350","2574","2","63","0","0","0","0","20220903"
"202208","6호선","공덕","101","0","4698","2116","7936","10240","20190","37405","28091","96915","19807","48144","16751","22808","18620","18485","20552","18375","20874","18318","20745","17820","24745","17855","28444","20400","53260","26892","84810","39303","33548","24629","25408","14304","25208","13415","19788","12051","9751","8760","1221","3719","1","89","0","0","0","0","20220903"
"202208","6호선","광흥창(서강)","4","1","2661","1345","7415","4804","18369","15794","24936","34483","15823","18684","11557","11235","12198","9194","13662","10049","11830","10442","11142","9515","12800","10557","14531","11966","20692","14881","31617","22739","12941","16739","8511","9991","8235","9073","5450","8826","2282","5613","336","1596","0","3","0","0","0","0","20220903"
"202208","6호선","구산","4","0","5000","185","11314","2029","29518","5460","36403","7152","17863","5219","12196","4803","10799","6376","11800","6804","9981","7324","8647","7491","9589","9073","11191","11946","9390","13590","8823","21410","5400","19568","4164","9749","3602","8794","3108","7875","1102","5016","130","1455","1","2","0","0","0","0","20220903"
"202208","6호선","녹사평(용산구청)","12","0","1379","509","1885","3843","4749","8640","7274","16750","5403","8597","4426","7262","4852","7167","5304","8013","6113","8716","6733","7815","7819","8900","10440","9641","13256","12350","17590","15351","10614","10483","10448","5932","11385","4493","11000","3729","6159","2499","902","763","0","0","0","0","0","0","20220903"
"202208","6호선","대흥(서강대앞)","23","0","2693","794","5159","3850","14470","12733","19979","26907","13031","17955","9371","11739","9551","9905","12076","11841","11850","13375","10474","10825","13152","11156","15098","12701","21215","15903","22712","23106","12152","14998","9020","8973","9047","7775","9684","8057","3196","5758","442","1624","0","2","0","0","0","0","20220903"
"202208","6호선","독바위","1","0","2418","227","4940","1009","13064","1687","12508","2881","6165","2884","4205","3031","3755","2558","4233","3030","3657","2846","3035","3251","3326","3861","3496","4903","3219","6159","2713","11517","1703","10447","1213","5682","913","4748","610","4871","295","3382","46","1130","0","2","0","0","0","0","20220903"
"202208","6호선","돌곶이","14","1","6064","867","13616","3298","37139","6123","39741","15048","20659","10971","13895","9576","12034","8363","12941","9593","12640","9386","12795","9336","11364","12114","11701","14571","12697","19153","13046","31211","9713","26679","5602","14747","4905","12199","3595","12994","1596","7659","237","2603","0","3","0","0","0","0","20220903"
"202208","6호선","동묘앞","148","2","4013","877","4651","4033","9058","7770","13758","21278","10427","17730","10142","13454","12431","13835","15125","13617","14773","14141","15640","13788","17146","13500","18998","13612","20177","13494","20878","17172","11282","12079","8129","7875","6590","7969","5459","7896","2320","7202","374","1788","0","92","0","0","0","0","20220903"
"202208","6호선","디지털미디어시티","159","17","5832","2626","14468","11726","45152","28604","49401","75586","26176","28476","16168","12014","13730","10176","14115","11732","13372","11951","12264","12269","13894","13903","17402","19084","32146","26152","49927","44578","20396","32737","10792","19857","8426","18226","5873","17181","2794","10492","488","4007","0","5","0","0","0","0","20220903"
"202208","6호선","마포구청","18","2","6839","2106","12999","7277","38239","14618","54415","35284","31343","18010","20701","13325","18823","12467","18704","15103","18344","15390","16996","14211","17834","17552","19910","18942","25599","25221","36160","41128","16951","30884","12067","19796","11159","16420","8309","17208","3754","10951","562","2731","0","6","0","0","0","0","20220903"
"202208","6호선","망원","3","1","5493","983","10409","4862","25337","9109","36494","31758","22234","29034","16959","20522","16233","24280","19329","26014","19984","28063","20881","25308","22466","29116","24535","30675","29217","36687","37770","49100","25262","33175","21673","16628","21234","14809","17101","12263","7889","8873","1109","1995","0","12","0","0","0","0","20220903"
"202208","6호선","버티고개","4","3","775","314","1705","1266","4640","2450","7095","4875","4298","3343","2915","2506","2681","2209","3048","2452","2888","2806","2721","2738","3120","3253","3281","3426","4534","4398","5432","6547","2832","5039","1962","3012","1554","3006","1329","2769","520","1868","100","490","0","30","0","0","0","0","20220903"
"202208","6호선","보문","20","0","3305","834","7385","3729","21059","7814","32120","17120","15785","9529","10164","6328","8891","5990","9905","6761","9840","7426","8778","6515","9271","8098","11931","9176","12457","13029","16248","22884","7918","16567","5947","10719","5451","10152","4169","11131","2330","8083","383","2430","0","6","0","0","0","0","20220903"
"202208","6호선","봉화산(서울의료원)","45","2","4964","935","14644","2564","47120","5756","36888","12920","18073","7545","13170","6160","11099","6316","11497","7773","10343","8989","9444","8896","8940","11304","10025","12998","11465","18949","10926","30392","5479","29578","4100","15923","3204","12989","2783","12795","1089","7837","155","2658","1","157","0","0","0","0","20220903"
"202208","6호선","불광","23","1","1559","532","3786","2581","10425","3304","12077","7334","6751","7401","5923","5465","6771","6032","7639","6293","7691","7114","8110","6629","9152","7222","10705","7813","9945","9558","9863","14540","5774","10668","4694","5795","3799","4950","2155","4853","937","3141","138","1062","0","2","0","0","0","0","20220903"
"202208","6호선","삼각지","9","0","1665","722","3003","5961","8119","14666","12361","26010","8595","11280","6457","8872","8080","7866","9410","7869","10448","9610","10764","7952","14803","7212","16867","7375","23270","9525","29462","13660","12649","8365","9122","5823","8939","5457","7434","6064","4118","3783","664","1127","0","5","0","0","0","0","20220903"
"202208","6호선","상수","45","3","3912","1016","5465","3153","9611","6789","13978","23052","8923","19567","6778","15618","7216","16803","10016","18836","11191","20508","12368","18780","13669","18064","15908","21201","20746","25052","28795","33231","19386","22815","17267","13240","19414","10169","20140","9273","13705","6938","2510","2021","0","1","0","0","0","0","20220903"
"202208","6호선","상월곡(한국과학기술연구원)","15","1","5083","531","9116","1850","23688","3241","27397","11506","14080","6263","9025","4746","8243","4908","8590","5689","7760","5864","6936","5851","6945","7676","7874","9537","8633","12937","9453","19432","5362","16401","2855","9666","4625","9109","2153","8705","1001","5706","128","1710","0","4","0","0","0","0","20220903"
"202208","6호선","새절(신사)","31","0","11191","550","19828","4514","51650","7085","58700","12519","29964","9268","18887","7976","16677","9278","17417","11172","15581","12845","13143","12457","13425","17061","15755","19701","14713","27392","13724","46169","9171","38487","6126","21572","5092","19321","3507","18516","1429","12523","217","4068","0","8","0","0","0","0","20220903"
"202208","6호선","석계","1011","3","8391","1779","19936","5149","48416","7436","51837","12621","27182","9616","19169","9181","16464","10102","17044","12075","15749","12862","14070","13691","13334","17491","14537","24299","15092","30986","14153","51106","10293","42177","7049","22839","6481","20465","5687","19704","2996","13211","559","3842","0","6","0","0","0","0","20220903"
"202208","6호선","신내","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","20220903"
"202208","6호선","신당","80","0","4838","998","4125","7004","5781","13836","9712","34834","8512","20460","7691","12382","8758","10349","11845","10120","10551","11652","10733","8502","12880","8044","16931","9921","19409","12986","24154","19772","14590","16382","12666","7400","14987","6086","18041","6435","4962","7349","891","1666","0","27","0","0","0","0","20220903"
"202208","6호선","안암(고대병원앞)","10","0","1458","1523","3142","7213","9024","15705","12169","32881","10735","29785","11735","18354","13762","13184","15243","14749","15110","17174","16961","14355","19842","12504","25408","12377","37564","14991","28653","19918","15036","15560","12538","9924","12465","10181","12223","10937","7548","7720","1298","3275","0","111","0","0","0","0","20220903"
"202208","6호선","약수","2","0","1215","300","1803","2140","4428","5864","7046","16281","5343","8455","4164","5063","4243","4587","5068","4423","4968","5172","5073","4417","5646","4864","6585","5384","8157","6737","12917","8558","6142","5292","4653","3133","4792","2631","3838","2721","1758","1518","299","547","0","6","0","0","0","0","20220903"
"202208","6호선","역촌","1","0","2003","358","6032","1813","16122","2597","16595","7381","8542","4075","5643","3357","5177","4408","5830","4924","5762","4957","5277","4696","4982","5674","4699","7606","5133","9719","5462","17081","2908","14343","1996","7246","1713","7216","1257","6330","553","4409","56","1340","0","0","0","0","0","0","20220903"
"202208","6호선","연신내","0","0","0","0","0","0","32","0","4","0","2","0","1","0","2","0","1","0","0","0","1","0","0","0","4","0","2","0","2","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","20220903"
"202208","6호선","월곡(동덕여대)","13","0","6623","700","13760","4080","38834","7707","44262","23531","23673","15960","16732","11853","15044","10580","15831","11923","14614","12554","13330","12361","14295","15468","15707","19709","18179","23798","23884","40170","11596","30878","8378","17428","6924","16500","4536","15015","2119","10237","455","2800","2","3","0","0","0","0","20220903"
"202208","6호선","월드컵경기장(성산)","2","0","767","1621","2674","3426","7972","5092","9350","9006","5400","8801","5533","8641","6662","8732","7236","9747","7455","11278","8459","11771","10600","11163","12496","10775","12643","10815","12043","14123","7677","10007","7916","5126","9429","3731","6294","3016","2137","1645","239","447","0","0","0","0","0","0","20220903"
"202208","6호선","응암","13","0","11152","1153","27054","5668","68678","8861","84649","17235","43269","12457","26661","12537","23878","13538","24363","16231","23159","16783","19843","18567","18392","23754","20044","29535","20288","42231","20768","72691","13237","58639","9348","36349","7875","29842","6007","27366","2397","18563","307","5431","0","8","0","0","0","0","20220903"
"202208","6호선","이태원","10","0","13299","1194","10873","6908","10095","10661","13436","25622","10325","22507","8697","17329","10239","17201","12380","19298","13308","20077","15460","19786","18384","20694","23286","25162","27663","32052","32761","42362","26164","34558","24174","24503","29119","20258","31660","18858","22947","15518","3888","5742","0","0","0","0","0","0","20220903"
"202208","6호선","증산(명지대앞)","26","1","8122","568","15232","3691","37784","5212","46840","9474","24681","7482","16144","6542","13520","7960","13921","9097","13287","10017","11401","10982","10907","13778","11906","17666","12225","24074","12063","41634","7219","32140","5298","18806","3989","18337","3142","16169","1486","9908","254","3238","0","7","0","0","0","0","20220903"
"202208","6호선","창신","1","0","2475","373","4865","2041","13986","4513","16716","5592","8066","3458","5052","2381","4380","2368","4261","2761","4257","3072","3440","2821","4129","3871","4968","4514","4599","5985","4263","9619","2443","7185","2303","4557","1510","4430","1144","4043","471","2837","63","770","0","0","0","0","0","0","20220903"
"202208","6호선","청구","7","0","1610","498","2813","2378","6922","6463","9301","20332","5728","10379","4274","4498","4312","3888","4301","3807","4599","4385","4561","3837","4644","4165","5691","4892","7137","5799","12347","7427","7905","5200","4433","3337","3762","3242","3088","2959","1397","2062","189","663","0","1","0","0","0","0","20220903"
"202208","6호선","태릉입구","11","1","4395","963","7522","2718","18819","3754","20779","7688","10987","6254","8149","4682","7650","5455","7805","5794","7755","6302","7291","6911","7121","7421","8053","10137","8755","13357","9227","22709","5334","19113","4378","9914","3791","9594","3070","8977","1613","6972","287","3224","0","24","0","0","0","0","20220903"
"202208","6호선","한강진","10","0","941","780","1468","7970","2988","20180","5032","37768","3800","26441","3367","17418","4410","17658","6143","17166","7253","20621","9723","16322","15556","16241","21166","17461","30065","19113","36435","21602","24303","11122","20545","3957","20737","3036","20032","2400","4843","1916","706","1282","1","149","0","0","0","0","20220903"
"202208","6호선","합정","14","1","3660","1304","5575","7306","12585","16453","19291","42009","13737","28747","11296","17830","13345","19236","15881","19706","17726","22192","19600","18745","21653","19999","24120","23007","31451","29112","46663","40672","30594","26061","26294","14309","29684","12095","26074","10502","14523","7903","2349","2077","1","8","0","0","0","0","20220903"
"202208","6호선","화랑대(서울여대입구)","16","0","5978","821","21341","2941","57690","6708","50743","11801","23866","7033","15366","6157","13313","6224","13861","7396","14468","8646","11036","8265","12028","10891","13752","12690","13577","20058","11742","34066","6483","31027","4347","17243","3680","15315","2883","14030","1084","9503","114","3262","0","60","0","0","0","0","20220903"
"202208","6호선","효창공원앞","9","0","2509","607","5756","3537","15750","8059","25391","21774","14468","12082","9239","6788","8469","6303","9374","6977","9060","7381","7818","7326","8762","7544","11096","9634","14289","11704","22254","19054","9429","12819","6084","7989","5354","7273","4103","6923","2037","4830","343","1736","0","1","0","0","0","0","20220903"
