"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202208","9호선","당산","66","0","8488","1519","17731","6346","52342","15427","60978","42712","34215","23271","24654","16079","24529","17030","25940","18546","24847","21010","23246","21223","23492","23798","26275","28119","35403","45705","47456","69565","23332","50702","18876","31505","18523","29761","16002","29648","7893","19067","1291","4664","3","182","0","0","0","0","20220903"
"202208","9호선","동작(현충원)","10","0","940","213","1636","1506","4828","1657","5878","3118","3771","2208","2741","1946","2712","1695","2776","1610","2690","1701","2371","1833","2515","1889","2941","1989","3375","2792","4152","4563","2033","3035","1571","1859","1412","1845","1099","1922","521","1325","66","631","0","203","0","0","0","0","20220903"
"202208","9호선","등촌","7","0","5377","755","15072","3322","44782","7250","54556","18564","24581","11419","17327","10005","16075","10875","16792","11824","14911","12552","13631","12844","13732","16155","15125","18637","15628","26978","19459","42570","9092","36379","6697","20810","5622","15624","4307","14737","1770","10299","300","2654","1","10","0","0","0","0","20220903"
"202208","9호선","마곡나루(서울식물원)","1","0","4137","1331","10554","7958","29831","17946","29884","49590","14283","21199","10996","12267","11364","10794","12590","10825","13335","11612","13124","11837","15255","12384","18942","14710","34081","23214","44249","36204","18568","30683","15274","16658","15321","14192","12572","13898","6327","8861","875","3288","1","109","0","0","0","0","20220903"
"202208","9호선","사평","0","0","884","167","3126","1638","10137","4293","12301","7174","7427","3861","5608","3102","5076","3483","5390","4312","5546","4893","5016","5152","5728","5206","7321","6651","7483","8862","8098","11707","4385","9093","2919","5304","2287","5354","1847","5293","632","2668","100","651","0","1","0","0","0","0","20220903"
"202208","9호선","샛강","5","0","1041","1036","2235","4136","4748","16284","5996","36753","4674","13978","4538","8242","5348","7479","5845","6401","6988","6960","7491","6540","8641","5733","10651","6593","20845","9373","32441","12837","11767","6956","9145","4125","9297","3368","7141","3240","3874","1902","787","782","0","3","0","0","0","0","20220903"
"202208","9호선","선유도","1","0","1807","1405","5910","4582","22128","15074","25430","42939","11654","18414","7828","7540","8130","7079","8804","6730","8469","7804","8315","7457","9409","7786","12127","9069","25009","12368","39337","21654","12623","15821","7682","9034","6051","7740","4864","7054","1838","4470","295","1533","0","0","0","0","0","0","20220903"
"202208","9호선","신논현","47","0","4113","1385","12267","14480","30770","40085","42532","86544","27611","92402","24880","50222","28909","40147","34458","39598","37297","43924","39332","41218","46218","39619","55720","46900","78097","60872","103584","91362","72454","51309","55300","28585","58768","24837","54144","23774","28400","13510","4635","2760","4","473","0","0","0","0","20220903"
"202208","9호선","신목동","1","0","1856","463","6078","2281","19801","3344","19774","5842","9180","3104","6204","2522","5333","2917","5118","3062","4807","3493","4130","3763","4315","4079","5828","5686","6155","8048","6044","14394","2752","11631","1849","6043","1766","6641","1555","5711","489","3452","118","1318","1","80","0","0","0","0","20220903"
"202208","9호선","신반포","3","0","549","858","1999","10583","5624","6906","7310","8859","5043","5396","4035","4352","4157","3267","4670","3665","4837","5014","4874","4566","6417","5176","12235","6805","12848","8925","9516","13105","5945","8910","5388","4945","5592","3710","4045","3393","1475","1967","151","384","0","0","0","0","0","0","20220903"
"202208","9호선","신방화","3","0","4717","628","11139","2629","27356","4364","26817","10474","13931","6299","10661","5902","9460","6619","10364","7645","9274","7525","8650","7658","8895","10250","9747","11651","9162","14254","10084","26348","5624","19702","4398","11697","3221","10512","2354","9859","1070","6304","116","1985","5","9","0","0","0","0","20220903"
"202208","9호선","양천향교","8","0","3979","1126","10245","6817","31196","11086","31485","39729","14210","16210","11286","8541","11168","7877","12255","9244","11389","8993","11242","9700","12198","9701","15001","12013","20660","17388","33445","28430","11291","25617","7025","15782","6169","13049","4440","13049","1923","9007","346","2760","0","8","0","0","0","0","20220903"
"202208","9호선","여의도","14","0","2996","2349","4641","23950","8990","133552","10690","171738","10600","70647","13246","34032","19366","33016","20659","32241","25937","33269","31234","28234","40495","25850","58142","25103","150019","27765","157421","32000","71416","17971","57849","9511","45236","8176","27217","7039","9895","4081","1369","1689","1","185","0","1","0","0","20220903"
"202208","9호선","염창","18","2","12011","632","28094","4897","76283","8566","83274","21698","44345","11489","26809","10032","22824","10742","23094","13359","20415","14435","17740","16356","17060","20836","18826","25952","21855","41966","24724","72085","12612","60834","9604","37843","8358","31143","6089","29875","2584","20134","363","4813","1","725","0","0","0","0","20220903"
"202208","9호선","증미","0","0","2413","701","8350","4456","22355","9358","24034","33991","11837","12654","9194","7386","9101","6291","9157","6974","8175","7311","8213","7502","8838","9053","11125","9739","18612","11493","29591","21303","8317","17051","5447","8973","4304","8066","2591","7070","1063","5210","129","1261","0","1","0","0","0","0","20220903"
"202208","9호선","흑석(중앙대입구)","8","0","3380","1347","6078","5994","16033","11304","20510","16859","13735","12709","11735","10104","11513","8559","12311","10035","12098","12111","12200","10235","13807","11826","16581","13729","20131","17038","16096","27752","9157","17442","7523","12769","7019","10480","6310","10162","3017","6292","546","1723","0","12","0","0","0","0","20220903"
"202208","9호선2~3단계","둔촌오륜","0","0","341","239","1005","1178","3222","2917","3965","2023","2079","1046","1181","711","1262","857","1183","808","1254","1026","1294","1037","2010","1536","3463","1561","1703","2218","2207","3046","1076","2556","598","1448","517","1446","354","1415","144","768","20","236","0","33","0","0","0","0","20220903"
"202208","9호선2~3단계","봉은사","2","0","1524","1586","5320","12527","8802","35074","9892","99951","8680","73094","9440","37828","13745","32278","18705","32792","23299","32287","27590","29779","34038","25118","44024","23483","71422","25403","100632","25025","47989","15733","34882","7978","31876","7189","21181","5961","6242","2836","785","694","0","0","0","0","0","0","20220903"
"202208","9호선2~3단계","삼성중앙","0","0","730","637","2824","4070","5872","14423","6760","42663","5611","31990","5213","12598","6066","8066","7367","7104","7692","8436","8414","6876","9666","7299","12599","7673","23857","9322","42571","13889","17756","8144","9879","5152","9179","4457","6786","3820","2646","2479","563","718","1","1","0","0","0","0","20220903"
"202208","9호선2~3단계","삼전","3","0","4371","451","7254","2490","19864","4129","31914","11658","19466","8691","10701","5851","9068","5725","9116","6813","9186","7305","8058","7461","8286","8788","9179","9944","11141","15766","14164","26293","7299","20822","5605","12055","4860","11778","3764","10862","1480","6715","229","1971","0","325","0","0","0","0","20220903"
"202208","9호선2~3단계","석촌","1","0","2834","347","8775","2422","23206","5429","30296","11564","21465","10536","12836","7858","11657","7825","12368","9046","12214","9352","11136","9359","11493","9702","13352","12673","15680","17549","16686","28120","10087","23726","8634","12920","8920","12199","7901","12308","3074","6872","476","1789","1","2","0","0","0","0","20220903"
"202208","9호선2~3단계","석촌고분","1","0","2603","448","5584","2288","17041","4771","28217","13410","16849","9167","9742","6256","8282","5532","8910","6238","8310","7465","7848","6818","7802","8601","9424","9467","11407","12919","14409","24065","6653","17409","4777","11764","4645","9762","3368","9054","1242","5706","186","1788","1","11","0","0","0","0","20220903"
"202208","9호선2~3단계","선정릉","0","0","1083","1104","3858","7114","7992","19518","9655","63189","7506","45412","6422","19839","7122","12747","9045","10994","9736","11220","10720","10388","12117","9090","16618","9948","31605","12295","55536","14570","28563","10385","14694","6490","12728","6379","10409","5970","3681","3589","689","1057","0","2","0","0","0","0","20220903"
"202208","9호선2~3단계","송파나루","4","0","1894","320","3908","2223","12223","3860","18236","11704","11085","8325","6817","5436","6143","7026","7080","8018","7464","8507","7115","7211","7825","7675","8043","10913","9283","14192","13354","21836","6808","17235","6392","7394","6633","6989","5206","5915","1994","3789","371","1361","0","2","0","0","0","0","20220903"
"202208","9호선2~3단계","언주","2","0","1267","1387","2527","9231","6858","21989","10288","63762","8938","44371","8877","21544","10316","12376","11752","11041","12176","13599","14169","11065","16584","11056","22281","10866","41423","12150","57017","14804","26144","10359","14939","6897","12537","6321","9171","5352","3473","3468","574","1055","0","49","0","0","0","0","20220903"
"202208","9호선2~3단계","올림픽공원(한국체대)","4","1","1892","712","7237","4215","15102","6038","18293","16662","12574","9506","8364","9331","8122","9075","10024","11227","9357","14142","9034","13975","9891","15753","12535","15985","18508","17290","19170","22573","10476","16088","14540","10926","17354","9411","14139","9908","3823","5487","124","1616","0","26","0","0","0","0","20220903"
"202208","9호선2~3단계","종합운동장","2","0","1238","201","3569","2158","9031","5391","10461","11364","7783","8531","5457","5152","5466","5126","6833","5145","7533","6005","6904","6233","7193","6876","9264","7794","12822","10620","15243","15956","8669","10186","8078","5884","9268","5514","14641","5217","3133","3244","452","802","0","13","0","0","0","0","20220903"
"202208","9호선2~3단계","중앙보훈병원","1","0","3164","602","14843","6204","41669","11961","43196","19643","24886","13661","19114","13118","16981","8450","15105","10181","11159","12962","15357","10944","16843","10742","16178","11336","18619","17522","13488","31498","5510","26507","3997","13941","3564","13961","2579","13556","823","7441","89","1712","1","146","0","0","0","0","20220903"
"202208","9호선2~3단계","한성백제","0","0","992","277","2951","1259","6896","2155","9060","6299","5198","4013","3535","2736","2936","2529","3592","2854","3641","3087","3471","3193","3726","3039","4745","3295","5491","4743","7991","7909","3158","6491","2552","3571","2166","3161","1585","3168","582","1901","117","691","0","0","0","0","0","0","20220903"
"202208","경강선","경기광주","1","0","3078","255","14612","2076","40334","5672","39412","9532","20831","4444","13399","4292","11327","4958","10418","5635","9800","6896","8043","7389","7608","9750","8838","12664","9899","18787","8982","34356","4494","29374","3111","16908","2397","13975","1668","8855","553","7353","0","29","0","0","0","0","0","0","20220903"
"202208","경강선","곤지암","1","0","845","116","2784","1946","6648","5581","6435","5830","4451","2551","3054","2129","3394","2077","3211","2581","3076","2699","2887","2543","3094","2928","3514","3567","6497","4588","6547","5393","2795","6180","1695","3311","959","3642","423","2386","197","1856","0","0","0","0","0","0","0","0","20220903"
"202208","경강선","부발","2","0","928","39","2746","1971","6481","6003","5301","4912","3978","1972","3255","1784","3751","2175","3243","2517","3233","2267","3578","2440","3321","2779","3857","3264","6013","4128","5441","4887","3407","6198","2095","3728","1462","3663","872","3262","306","2511","3","1444","0","0","0","0","0","0","20220903"
"202208","경강선","삼동","1","0","1295","142","4700","1435","12229","2714","12539","2694","7444","1142","4293","1163","3081","1511","3097","1487","2763","1853","2187","2438","2090","2810","2554","3779","3626","6385","3052","9068","1486","9188","865","5161","744","4353","440","3474","144","1541","5","31","0","0","0","0","0","0","20220903"
"202208","경강선","세종대왕릉","0","0","243","3","653","112","1311","755","977","741","683","484","832","391","607","616","554","547","608","427","605","656","603","607","708","709","758","725","965","801","343","1182","194","583","120","630","44","299","14","362","3","120","0","0","0","0","0","0","20220903"
"202208","경강선","신둔도예촌","1","0","707","102","2529","477","6080","2528","4513","3889","3216","1869","2493","1128","2047","1291","2393","1643","1964","1570","1922","1536","1948","1798","2794","2317","3946","3586","3398","4040","1377","4345","1064","2645","866","2653","259","2224","84","1643","0","2","0","0","0","0","0","0","20220903"
"202208","경강선","여주","11","0","1389","9","3739","759","6514","3411","5990","3528","4439","3410","4794","2848","4441","3383","4585","3744","4527","3619","4765","3629","5009","3816","5058","4805","4656","4924","3682","5834","2758","7277","2153","5371","1340","3083","708","3388","174","3070","2","1204","0","0","0","0","0","0","20220903"
"202208","경강선","이매","9","0","645","28","1692","960","4132","1868","3334","2983","1875","1438","1638","1115","1462","1020","1510","1216","1292","1363","1395","1216","1516","1398","1908","1587","2220","2147","2346","2739","1399","2377","1076","1276","1223","1026","1031","899","375","348","11","90","0","0","0","0","0","0","20220903"
"202208","경강선","이천","12","0","890","29","3165","1387","8399","5472","6761","7349","5313","4097","4651","2932","4641","4013","4545","3874","4496","4183","4168","4288","4344","4235","5563","5139","5959","6123","7759","8691","3604","7061","3069","5570","2474","3264","1330","4317","473","1837","3","650","0","0","0","0","0","0","20220903"
"202208","경강선","초월","0","0","1316","230","5992","1632","14158","4440","14424","4950","8034","2067","4674","1945","4596","1995","4090","2228","3867","2682","3103","2730","3222","3573","4220","4699","5427","6421","5260","12410","2355","10016","1664","8012","1245","4993","653","4969","321","3626","0","2","0","0","0","0","0","0","20220903"
"202208","경강선","판교","9","2","794","8","2325","6838","4773","14589","3310","29622","2295","21444","2256","10230","3321","8273","3639","6317","4571","5795","5710","5100","8475","4597","9199","4867","17290","6849","24165","6270","18155","4094","13654","1903","10032","1794","5325","1222","2201","713","0","206","0","0","0","0","0","0","20220903"
"202208","경부선","가산디지털단지","1779","8","7221","3408","7334","13262","14912","54027","15289","155592","10733","73423","9921","22760","10441","14815","11948","14324","12676","15007","12953","14158","15436","13984","24423","16731","68837","22744","111950","27750","44268","19667","24286","12293","20042","12018","13257","10745","5408","5879","226","928","0","0","0","4","0","0","20220903"
"202208","경부선","관악","208","1","7292","1748","12711","4228","31404","6883","27938","11005","13909","9802","10171","9016","8930","6791","9906","7598","9546","6726","8573","7441","8848","8368","11186","10769","11879","15346","10935","28242","6642","20335","5082","11798","4479","10796","2394","9544","845","6102","39","412","0","3","0","0","0","0","20220903"
"202208","경부선","광명","0","42","12","1285","2989","2747","11811","6369","9799","6624","5847","5859","3594","3688","6363","2307","4833","7363","4331","185","3527","7344","8530","3872","2980","4518","8750","6165","10220","11908","8357","6751","6008","3217","3810","5290","2237","2314","1029","38","2","0","0","0","0","0","0","0","20220903"
"202208","경부선","구로","11898","39","22835","4865","18811","13142","36569","31247","36275","71014","24778","38758","19169","25137","18805","20318","20442","19618","20781","21353","21148","20067","24891","22126","30087","25868","47536","36045","61003","41443","24125","29264","18533","18586","16158","19889","11879","17630","4368","14162","48","11661","6","21","0","15","0","0","20220903"
"202208","경부선","군포","82","2","5078","1987","9125","8204","18302","29020","17556","40831","9475","7884","7293","4592","6662","4684","7527","5024","6739","5350","6069","5267","6517","5759","8801","7560","20972","10240","33799","15620","11299","11641","8558","7242","4944","6445","2943","5648","1088","3239","46","617","7","17","0","0","0","0","20220903"
"202208","경부선","금정","531","10","23128","6079","36095","19386","84384","40330","83654","83839","47968","31948","32912","21611","30558","23176","33083","24908","31757","25489","28175","26141","29542","32925","36486","40261","57058","58084","73259","87655","32525","71717","25171","41618","21897","42416","16633","36072","7267","24159","462","8189","29","59","0","0","0","0","20220903"
"202208","경부선","금천구청","810","5","12098","1453","17650","5570","43889","15021","39531","27902","23181","11605","16507","9184","14486","9286","14641","11133","13321","12798","11618","11720","12575","15380","13638","17784","16431","25876","24695","43032","10752","32086","7644","16404","6354","16238","4140","13285","1227","8478","45","537","1","2","0","0","0","0","20220903"
"202208","경부선","남영","90","0","2708","1200","4708","6440","12061","19049","18285","49410","11462","24794","9271","11895","9285","9851","10197","10402","10302","10701","10732","9915","12736","10787","18156","12143","25012","15353","42127","23169","16198","14038","12275","9668","12094","9035","9902","7711","4432","5391","120","516","0","0","0","0","0","0","20220903"
"202208","경부선","노량진","593","3","5196","1757","7359","5403","16250","9414","22803","15218","12921","10722","9982","7680","10485","8252","11079","9282","12215","10350","11481","9105","11477","10586","13427","13261","15907","19263","17899","31568","12217","18160","11326","11343","12065","10695","11267","9341","4114","6005","139","669","0","3","0","0","0","0","20220903"
"202208","경부선","당정","26","0","3512","1032","10300","3129","25332","8510","22300","14161","11042","5767","8066","3902","7671","4182","8002","4675","7055","5034","6053","5553","7195","5851","7687","8316","10560","12008","13676","20076","5141","16987","4099","11164","3370","9009","2426","9316","864","5929","75","933","0","16","0","0","0","0","20220903"
"202208","경부선","대방","524","5","5353","2257","9789","8332","24790","32239","31398","46545","17838","20087","13662","11575","12719","10076","13663","11090","13166","12818","13437","11417","14847","11953","15516","14708","26896","21012","38199","31942","13905","21482","9997","13889","8691","14520","6573","12082","1931","8202","61","1162","0","1","0","0","0","0","20220903"
"202208","경부선","독산","765","2","7355","2197","17220","12342","44808","43974","41457","105591","21554","51427","15955","14857","15626","11885","17573","12247","16267","13136","15304","11558","17530","14809","24679","17539","60334","25050","76943","42815","34877","33210","18727","19077","11931","19726","7460","17494","2396","10123","110","655","0","9","0","0","0","0","20220903"
"202208","경부선","두정","1108","2","5468","996","9709","3132","14493","6791","11783","9849","9966","9816","8116","8024","8286","7693","8731","8836","8263","8998","8184","7619","8926","8091","10611","9923","11806","12958","13053","19063","7736","13822","6624","11171","6302","7913","3603","8082","1873","6243","28","1869","0","0","0","1","0","0","20220903"
"202208","경부선","명학","162","0","6814","2289","10422","7049","25758","24041","22138","51097","10794","13323","8107","7052","7905","6486","9009","6046","8419","6888","7749","6197","9120","6687","12208","8233","22581","10701","37466","19808","11246","17165","9970","9366","6286","8118","3661","7667","1430","5496","81","1275","4","2","0","0","0","0","20220903"
"202208","경부선","병점","3325","19","8238","3261","25577","10763","48493","20670","37592","26016","24027","14590","21821","11133","21150","13068","20976","13360","18227","14509","17303","16677","20198","19045","23736","23745","28810","33223","30606","44320","16544","39736","12851","29195","11077","22738","7602","20629","2512","14997","32","6239","3","28","0","6","0","0","20220903"
"202208","경부선","서동탄","2","0","1108","15","4342","991","9878","1547","3530","1387","2560","826","1699","817","1671","1144","1368","1032","1346","1023","1375","1232","1668","1712","1649","1796","1828","2463","2338","4340","935","5734","804","2391","517","1636","398","2365","112","1383","6","1077","0","0","0","0","0","0","20220903"
"202208","경부선","서울역","5","2","72","524","105","3377","9734","5639","19563","5936","14445","5407","13816","4265","18381","2439","16151","3880","15936","3861","11098","3124","19653","3720","17985","3800","16926","6241","20548","8660","17886","4342","10484","2957","17326","2537","12124","2299","7066","540","819","38","9","1","0","0","0","0","20220903"
"202208","경부선","서정리","134","3","3743","4465","10549","9228","14654","13687","13570","16374","10846","7744","10364","6411","10628","6845","11516","8754","10201","8958","10926","8261","11502","9517","14851","13232","24930","15587","18855","15411","11233","16375","9110","12054","7167","9509","3394","9269","1493","7339","63","591","0","0","1","13","0","0","20220903"
"202208","경부선","석수","580","1","8277","2396","15439","6342","36004","11495","34981","15598","18768","9857","12998","7727","11330","5765","11274","6990","10222","7361","9464","7696","10915","9598","12346","11780","15996","19301","16353","31724","9251","24039","6035","14059","4461","13686","3251","11716","1022","7018","61","397","0","2","0","0","0","0","20220903"
"202208","경부선","성균관대","229","12","8474","1939","27306","6740","64767","8916","49584","19629","24391","14444","18310","11214","16897","11638","17587","12647","16379","14838","15115","14333","15624","17117","19486","21625","22946","33371","21960","56728","12687","46954","10885","28120","9674","24091","8114","20787","3643","13732","158","2144","0","53","0","15","0","0","20220903"
"202208","경부선","성환","123","0","2150","533","3637","2304","5941","10031","6108","10982","5842","7635","5544","4885","5762","4093","5542","5671","6224","5310","7132","4530","9912","5372","8170","5815","12114","7009","9639","7312","4337","5773","4030","5179","1981","4683","1334","3813","480","3247","53","868","0","0","0","2","0","0","20220903"
"202208","경부선","세류","519","3","3765","820","7481","2313","14243","4279","9234","3995","5174","2877","4024","2482","3618","2693","3541","2871","3411","2869","2904","3105","3308","3426","4542","4492","6136","5960","5257","10306","3229","8996","2462","5728","2168","5403","1216","3933","494","2396","16","794","0","5","0","1","0","0","20220903"
"202208","경부선","세마","250","1","2212","867","5410","1807","9578","3851","8182","8972","5540","2768","4332","1859","3760","2271","3938","2139","3971","2684","3399","2808","3730","2539","4689","5222","5954","6388","7816","7769","2978","7560","2022","4938","1729","4452","1035","4071","490","2146","42","185","0","4","0","0","0","0","20220903"
"202208","경부선","송탄","100","1","5286","1027","8271","3494","12263","6198","10730","7835","8350","3990","7257","3721","7418","3956","6783","4870","6900","5287","6261","5636","6589","6421","8349","8183","9353","10218","10246","11997","5685","12587","4430","9227","3632","8438","2049","7887","856","6431","40","458","0","2","0","5","0","0","20220903"
"202208","경부선","수원","1725","46","19280","6207","34929","30416","67777","48768","60987","69892","41007","61432","38102","59881","44220","61168","46442","71157","49724","67410","52307","67064","62157","65039","80756","74384","82508","84333","90330","113031","72318","87590","77210","50235","59604","39019","52329","33103","19325","20848","635","6110","4","64","0","11","0","0","20220903"
"202208","경부선","신길","714","2","10277","1769","10723","5169","23742","17518","30628","26857","16381","10692","10657","6424","9485","6048","11141","7103","9657","7336","8803","7249","9648","8379","12581","10803","17948","14986","28021","22007","10669","15214","7181","10304","6404","12038","4576","9480","1663","6120","130","1182","0","6","0","1","0","0","20220903"
"202208","경부선","신도림","588","3","2357","798","3717","2713","9202","6749","11281","14689","6128","6455","4615","4823","4251","4263","4192","4310","4265","4623","4317","4307","4552","5401","5314","6028","8600","8685","13848","13040","5386","7920","4424","4619","4666","4200","3720","3619","1487","2528","77","958","1","4","0","0","0","0","20220903"
"202208","경부선","안양","360","7","14781","3433","31842","10855","82237","19170","71653","33734","38258","27257","28513","24074","27497","25054","31237","26650","28673","29925","28697","26927","33170","32892","36199","36448","38828","51659","35091","83133","21789","63756","19951","35382","19514","29340","15274","23712","6161","17478","286","1955","7","8","0","0","0","0","20220903"
"202208","경부선","영등포","4558","86","16105","6681","17756","22323","38548","58918","55306","125867","37805","90022","36103","70130","41217","76814","49314","80398","53373","88189","60238","74861","73855","73888","93638","72655","115059","86159","151664","111703","88290","67606","91273","36525","75756","29426","56878","23807","22613","13548","538","3045","9","13","0","3","0","0","20220903"
"202208","경부선","오산","734","2","7058","2518","14866","9943","22805","25801","21847","20220","15803","11745","15935","10444","15329","9657","15884","11470","13933","11778","14264","12777","14975","14986","19504","18443","23157","21800","25895","28090","14867","21997","11719","18411","8172","13941","4530","9935","1985","7571","116","572","2","8","1","4","0","0","20220903"
"202208","경부선","오산대","270","1","2815","1303","6903","2432","11419","4021","9464","8892","5531","3373","4681","3380","4452","3224","4572","3085","4843","3737","4414","3915","5128","3238","6149","5169","7022","6747","8199","11246","3872","9578","3025","5397","2569","5282","1625","3668","842","2673","69","220","1","7","0","0","0","0","20220903"
"202208","경부선","용산","476","13","4047","4995","5744","34914","20737","74140","32799","154807","36050","112772","33312","83700","50617","72896","48418","74829","59268","78310","56637","73506","87740","73294","99524","70180","126199","71614","160302","82518","93474","55824","92542","33927","90057","25951","58348","13391","23856","6429","531","1382","0","0","0","0","1","1","20220903"
"202208","경부선","의왕","111","0","6314","2155","12414","9355","26700","25457","26469","25731","12754","8344","10001","6372","9569","6437","10124","7200","9418","8115","9038","7669","9785","8696","13348","11815","23436","15952","23209","26028","10337","18770","7260","13394","5664","11069","3776","9389","1500","6916","49","1092","0","14","0","0","0","0","20220903"
"202208","경부선","직산","90","4","647","317","1411","1115","1705","2866","1789","3146","1280","979","1201","774","1201","806","1261","975","1091","886","889","822","1252","1001","1185","1064","2900","1553","3340","1609","1163","1644","816","1087","664","1094","260","847","147","815","24","171","0","0","0","0","0","0","20220903"
"202208","경부선","진위","36","0","975","327","1374","2685","2813","7912","2478","8192","1859","2671","1405","1958","1423","1099","1642","959","1657","1131","1556","1064","3252","1274","3403","1571","7049","1841","9183","2294","2746","2369","2019","1349","1198","1350","546","1075","243","773","16","24","0","0","0","0","0","0","20220903"
"202208","경부선","천안","1865","5","3243","799","5738","2910","9810","5826","8931","11078","10948","12009","9098","9767","10700","11751","10381","12376","11183","11625","12407","11137","13457","11795","14156","11529","13104","14481","12754","16316","8806","10778","7332","8880","5187","6152","3179","5029","1886","3049","21","1944","0","0","0","3","0","0","20220903"
"202208","경부선","평택","321","10","7585","2811","13713","8720","25043","15738","22619","22848","20446","18653","19555","15324","18788","19804","19524","19597","19994","19585","19448","21196","21814","22556","23789","26049","28996","31968","27476","33806","19536","25112","20884","18913","14124","15570","11059","12757","5883","6892","90","2444","0","0","1","8","0","0","20220903"
"202208","경부선","평택지제","29","0","2181","7524","3836","11447","9568","12246","7411","7842","4811","4541","4456","3029","4211","3417","5622","3706","4113","3238","4894","3734","6856","4270","7372","5049","12383","5974","10628","8769","9134","6562","5188","5719","5159","4834","4238","4185","1376","2468","20","320","0","0","0","7","0","0","20220903"
"202208","경부선","화서","475","32","7649","2304","21270","5708","40887","5527","30167","9751","13616","5785","10043","5440","9666","5859","8932","5954","8272","6966","7438","7472","7805","8137","11291","10818","11058","18260","9944","33398","5509","28467","4120","16232","3683","12073","2972","11137","973","6808","53","1350","0","25","0","2","0","0","20220903"
"202208","경원선","가능","703","9","7805","1769","11677","4017","24004","7375","21208","13064","12131","8237","11594","5855","10385","7590","10674","7243","9510","7928","8675","6710","8234","8707","9790","11691","12077","13371","9585","19139","5785","18750","4527","11938","3892","8569","2788","7790","1088","5173","101","2006","0","0","0","0","0","0","20220903"
"202208","경원선","광운대","2110","8","6137","1049","12652","2162","29934","4970","26224","9798","14362","7643","10522","6776","9879","6971","11245","7779","10261","8204","8777","8811","9133","9880","10032","13050","9815","14939","9434","23882","5281","20088","4365","12320","4580","10943","3005","9563","1417","8821","104","3877","0","4","0","0","0","0","20220903"
"202208","경원선","녹양","325","2","5070","970","8575","2500","17140","5211","13736","8148","8559","4149","7943","3465","7179","5034","7156","4672","6226","5019","5736","4682","5850","5977","6176","8036","7269","9704","8007","12585","3833","12651","2730","8096","2287","6428","1415","6156","584","3879","48","1541","0","2","0","0","0","0","20220903"
"202208","경원선","녹천","1193","31","4252","669","7633","1385","21826","3930","18715","5196","10347","2643","7743","3204","6537","3396","7446","4228","5994","4162","5008","4429","5206","5357","6688","6925","5821","8809","4790","14521","3150","12836","1887","7106","1917","6802","1152","5254","376","3799","52","979","0","0","0","0","0","0","20220903"
"202208","경원선","덕계","46","0","2754","1141","8964","6041","13365","3860","11654","4687","6274","2594","5031","1823","4772","2377","3844","2577","3862","2930","3576","2583","4273","3648","6442","4389","5769","7518","4780","9111","2182","9850","1587","4773","1039","4755","742","3600","302","2639","28","775","0","0","0","0","0","0","20220903"
"202208","경원선","덕정","3","0","3758","1735","8352","6567","17469","9719","16962","12787","10097","6154","8199","4335","8347","5386","8283","6331","8485","6502","7537","5046","7482","7182","9177","7804","12436","12142","12178","13720","4748","14240","3646","8349","2866","8479","2085","5984","1129","4374","167","1319","0","1","0","0","0","0","20220903"
"202208","경원선","도봉","379","27","7399","1306","9977","3610","19201","4077","17992","10006","12644","7677","10328","7526","9792","6636","8865","8202","8994","7565","8693","8448","8989","9612","9090","11226","9640","13242","10206","16126","4861","15172","3221","9007","2545","7033","1747","6360","889","3793","97","1399","0","2","0","0","0","0","20220903"
"202208","경원선","도봉산","284","2","6361","1206","9415","3094","20764","4915","20787","7435","13968","10672","11165","12903","11430","11955","13505","12951","14986","9469","16458","8673","16579","9047","17223","8963","16236","9052","13326","10147","8363","8453","4840","5201","3098","4455","2114","4186","904","2870","126","1221","0","1","0","0","0","0","20220903"
"202208","경원선","동두천","33","1","1034","807","3279","3691","5587","6997","5641","5037","4733","3673","4368","3371","3578","3863","2881","2737","3728","3691","3793","3658","4475","3852","3910","3625","4333","4262","4981","5175","2215","4312","1396","3857","659","2959","359","1815","193","1730","1","463","0","0","0","0","0","0","20220903"
"202208","경원선","동두천중앙","84","0","2649","686","5516","2223","8379","4155","8166","8804","6407","4631","5706","3831","5560","5052","5725","4131","5554","4872","4910","4269","5046","4773","4562","5098","6003","6328","6801","6144","2951","6846","2110","4466","1475","3751","1007","3203","394","2363","6","831","0","1","0","0","0","0","20220903"
